2018-19 Low Income Schools Percent Low Income,,,,
Private and Nonpublic Schools,,,,
,,,,
AUN,School Name,County Name,School District,Percent
300250720,Bethel Christian School of Erie,Erie,Erie City SD,29.5
214060602,Bethel Dnkrd Breth Chrst Sch,Berks,Tulpehocken Area SD,0
213360712,Bethel Mennonite School,Lancaster,Solanco SD,0
300650750,Bethel Nursery School,Westmoreland,Burrell SD,0
220480502,Bethlehem Catholic High School,Northampton,Bethlehem Area SD,20.1
220480532,Bethlehem Christian School,Northampton,Bethlehem Area SD,0
220480552,Bethlehem Christian School,Northampton,Bethlehem Area SD,0
226510695,Beulah Bapt Christian Day Sch,Philadelphia,Philadelphia City SD,92.4
212671503,Bible Baptist Christian Academy,York,Northeastern York SD,0
207650905,Bible Baptist Chrst Academy,Westmoreland,Greater Latrobe SD,13.9
300518770,Big Backyard,Philadelphia,Philadelphia City SD,0
224153164,Birdell School,Chester,Coatesville Area SD,0
202021005,Bishop Canevin High School,Allegheny,Pittsburgh SD,35.7
208110505,Bishop Carroll High School,Cambria,Central Cambria SD,21
208071005,Bishop Guilfoyle Catholic High School,Blair,Altoona Area SD,15.5
208110755,Bishop McCort High School,Cambria,Greater Johnstown SD,12.5
215221003,Bishop McDevitt High School,Dauphin,Central Dauphin SD,26.2
223460702,Bishop McDevitt High School,Montgomery,Cheltenham SD,23.8
224151502,Bishop Shanahan High School,Chester,Downingtown Area SD,0.6
211341503,Black Rock Amish School,Juniata,Juniata County SD,0
213360066,Blackhorse School,Lancaster,Pequea Valley SD,0
226510682,Blair Christian Acad & Presch,Philadelphia,Philadelphia City SD,42.9
208071055,Blair County Christian School,Blair,Hollidaysburg Area SD,0
203025445,Blessed Francis Seelos Academy,Allegheny,Pine-Richland SD,9.5
205250504,Blessed Sacrament School,Erie,Erie City SD,32.9
203027365,Blessed Trinity Academy,Allegheny,Fox Chapel Area SD,20.6
226519422,Blessed Trinity Regional Catholic School,Philadelphia,Philadelphia City SD,37
225231202,Blessed Virgin Mary School,Delaware,William Penn SD,48.4
205201204,Blooming Valley Mennonite School,Crawford,Penncrest SD,0
216190503,Bloomsburg Christian School,Columbia,Bloomsburg Area SD,81.6
206330010,Blose Hill Amish School,Jefferson,Punxsutawney Area SD,0
212670001,Blue Bird Meadow School,York,South Eastern SD,0
214061052,Blue Mountain Academy,Berks,Hamburg Area SD,0
221390402,Blue Mountain Christian Day School,Lehigh,Northwestern Lehigh SD,0
214061002,Blue Mountain SDA Elementary Sch,Berks,Hamburg Area SD,0
214061082,Blue Mountain View Paroch Sch,Berks,Tulpehocken Area SD,0
213383303,Blue Mt Christian School,Lebanon,Northern Lebanon SD,0
215210000,Blue Ridge Mennonite,Cumberland,Carlisle Area SD,0
210140493,Bower Hollow Parochial Sch,Centre,Penns Valley Area SD,0
209420254,Bradford Area Christian Academy,McKean,Bradford Area SD,51.1
300630351,Bradley School,Allegheny,Montour SD,55.6
205250002,Breezeway Amish School,Erie,Northwestern SD,100
224150017,Breezewood Amish School,Chester,Octorara Area SD,0
214064980,Breezy Corner Parochial School,Berks,Brandywine Heights Area SD,0
211340000,Breezy Hollow Amish School,Juniata,Juniata County SD,0
228321055,Breezy Lane School,Indiana,United SD,0
216470003,Breezy Meadows School,Montour,Warrior Run SD,0
224151552,Brick Amish School,Chester,Octorara Area SD,0
213360682,Brick Amish School,Lancaster,Solanco SD,0
300512140,Bridge School,Philadelphia,Philadelphia City SD,100
326510170,Bridge Way School,Philadelphia,Philadelphia City SD,40
205201404,Bridgeview Amish School,Crawford,Conneaut SD,0
216600603,Bridgeville Parochial School,Union,Mifflinburg Area SD,0
213360722,Bridgeville School,Lancaster,Eastern Lancaster County SD,0
300461160,Bright Spot Child Care,Montgomery,Perkiomen Valley SD,0
205201304,Britton Run Amish School,Crawford,Corry Area SD,0
212670008,Brook Side Amish School,Franklin,Fannett-Metal SD,0
300061370,Brookeside Montessori,Berks,Boyertown Area SD,28.6
213380978,Brookside Parochial School,Lebanon,Eastern Lebanon County SD,0
223460009,Brookside School,Lycoming,Montgomery Area SD,0
219644617,Brookside School,Wayne,Wayne Highlands SD,0
205611104,Brush Run Amish School,Crawford,Titusville Area SD,0
223460732,Bryn Athyn Church School,Montgomery,Bryn Athyn SD,0
213360832,Buck Hill School,Lancaster,Pequea Valley SD,0
206330013,Buck Run School,Jefferson,Punxsutawney Area SD,0
213360732,Buck View School,Lancaster,Solanco SD,0
222099102,Buckingham Friends School,Bucks,Central Bucks SD,5
322090080,Bucks Learning Academy,Bucks,Central Bucks SD,0
213360752,Buena Vista Amish School,Lancaster,Pequea Valley SD,0
216601113,Buffalo Creek Parochial School,Union,Mifflinburg Area SD,0
213380603,Buffalo Springs Parochial Sch,Lebanon,Cornwall-Lebanon SD,0
213360762,Bunker Hill Amish School,Lancaster,Lampeter-Strasburg SD,0
206170000,Butchers Run Amish School,Clearfield,Dubois Area SD,0
204101004,Butler Catholic School,Butler,Butler Area SD,23.9
304100003,Butler Montessori School,Butler,Butler Area SD,0
204101154,Butler Wesleyan Academy,Butler,Butler Area SD,0
300391080,Buxmont Academy,Northampton,Bethlehem Area SD,0
300090635,Buxmont Academy,Bucks,Neshaminy SD,0
300091200,Buxmont Academy,Bucks,Pennridge SD,0
323460019,Buxmont Academy,Montgomery,Pottsgrove SD,0
325230005,Buxmont Academy,Delaware,Ridley SD,0
213360772,Byerstown School,Lancaster,Pequea Valley SD,3.3
321392757,CAI Learning Academy,Lehigh,Allentown City SD,97.2
213360842,Calamus Run School,Lancaster,Conestoga Valley SD,0
204101324,Calvary Academy,Butler,Butler Area SD,0
228321505,Calvary Baptist Academy,Indiana,Purchase Line SD,0
205201504,Calvary Baptist Christian Academy,Crawford,Crawford Central SD,27.1
203021595,Calvary Baptist Nursery & Kindergarten,Allegheny,West Mifflin Area SD,0
223460752,Calvary Baptist School,Montgomery,North Penn SD,0
201633600,Calvary Chapel Christian School,Washington,Brownsville Area SD,0
211311903,Calvary Christian Academy,Huntingdon,Huntingdon Area SD,0
226510732,Calvary Christian Academy,Philadelphia,Philadelphia City SD,0
213360792,Calvary Christian Academy,Lancaster,Solanco SD,0
207651165,Calvary Christian Sch-Kdg,Westmoreland,Norwin SD,0
300090645,Calvary Christian School,Bucks,Pennsbury SD,2
207651185,Calvary Early Learning Center,Westmoreland,Franklin Regional SD,33.3
216600002,Calvary Holiness Academy,Union,Mifflinburg Area SD,0
226510722,Calvary Temple Christian Academy,Philadelphia,Philadelphia City SD,6.9
208115905,Cambria County Christian Sch,Cambria,Central Cambria SD,73.3
213360782,Camebridge Parochial School,Lancaster,Pequea Valley SD,0
324150066,Camphill School,Chester,Owen J Roberts SD,93.3
300150600,Camphill School,Chester,West Chester Area SD,58.8
202021105,Campus School of Carlow University,Allegheny,Pittsburgh SD,0
219641101,Canaan Christian Academy,Wayne,Western Wayne SD,0
228320003,Canoe Ridge Amish School,Indiana,Punxsutawney Area SD,0
217080001,Canton Country School,Bradford,Canton Area SD,0
225237602,Cardinal John Foley Regional Catholic,Delaware,Haverford Township SD,3.5
207658105,Cardinal Maida Academy,Westmoreland,Kiski Area SD,38.6
225231602,Cardinal Ohara High School,Delaware,Marple Newtown SD,11.7
213360011,Cardinal Wing School,Lancaster,Solanco SD,0
202024475,Cardinal Wuerl North Catholic High School Inc,Butler,Seneca Valley SD,6.9
300425080,CARE for Children RCP,McKean,Bradford Area SD,0
215210902,Carlisle Christian Academy,Cumberland,South Middleton SD,0
300211050,Carlisle Community Nursery School,Cumberland,Carlisle Area SD,0
204434765,Carlton Amish School,Mercer,Lakeview SD,0
300461400,Carmel Weekday Nursery School,Montgomery,Abington SD,0
203020012,Carnegie Mellon University Childrens School,Allegheny,Pittsburgh SD,43.5
300021560,Carriage House Childrens Ctr,Allegheny,Pittsburgh SD,0
300461460,Carson Valley Childrens Aid,Montgomery,Springfield Township SD,100
300461450,Carson Valley Childrens Aid-Schoolhouse,Montgomery,Springfield Township SD,0
213360058,Cattail Parochial School,Lancaster,Pequea Valley SD,0
326514508,CB Community Schools,Philadelphia,Philadelphia City SD,100
226510912,Cedar Grove Chr Acad Lower Sch,Philadelphia,Philadelphia City SD,50.3
213360003,Cedar Hill Amish School,Lancaster,Pequea Valley SD,0
208110955,Cedar Hollow School,Indiana,United SD,0
215210442,Cedar Knoll Parochial,Cumberland,Shippensburg Area SD,0
211340009,Cedar Springs Parochial School,Juniata,Juniata County SD,0
213365572,Cedar Valley Amish School,Lancaster,Solanco SD,0
211348906,Cedar View School,Juniata,Juniata County SD,0
300481400,Centennial School Lehigh Univ,Lehigh,Bethlehem Area SD,62.5
308110135,Center for Achievement,Cambria,Greater Johnstown SD,40
213360862,Center Grove School,Lancaster,Eastern Lancaster County SD,0
213360902,Center Parochial School,Lancaster,Eastern Lancaster County SD,0
300461610,Center School,Montgomery,Abington SD,0
213360932,Center Square School,Lancaster,Conestoga Valley SD,0
213360952,Centerville Amish School,Lancaster,Pequea Valley SD,0
202021305,Central Catholic,Allegheny,Pittsburgh SD,13.8
201631605,Central Christian Academy,Washington,Chartiers-Houston SD,12.7
300231300,Central Nursery School,Delaware,Radnor Township SD,0
314060037,Centre Avenue Academy,Berks,Reading SD,100
210145503,Centre Co Christian Academy,Centre,Bellefonte Area SD,0
323460017,Centre Square Academy,Montgomery,Wissahickon SD,0
300462850,Centre Square Montessori Schoolhouse,Montgomery,Wissahickon SD,0
224158702,CFS the School At Church Farm,Chester,West Chester Area SD,5.6
300263450,Champion Christian School,Fayette,Connellsville Area SD,56.7
207260000,Champion Christian School -Donegal,Westmoreland,Mount Pleasant Area SD,65.2
322090033,Chandler Hall,Bucks,Council Rock SD,0
300150650,Charlestown Playhouse,Chester,Phoenixville Area SD,0
205200304,Chase Road School,Crawford,Crawford Central SD,0
223460000,Cheder Chabad Philadelphia,Delaware,Radnor Township SD,53.4
226511012,Chelten Chrst Little People,Philadelphia,Philadelphia City SD,100
224158252,Cherri Knoll School,Chester,Oxford Area SD,0
213360972,Cherry Grove School,Lancaster,Ephrata Area SD,0
205250000,Cherry Hill Amish School,Erie,Northwestern SD,100
204430434,Cherry Hill School,Mercer,West Middlesex Area SD,0
213361002,Cherry Lane Amish School,Lancaster,Conestoga Valley SD,3.9
213381503,Cherry Lane School,Lebanon,Eastern Lebanon County SD,0
212670004,Cherry Ridge Amish School,York,Red Lion Area SD,0
205200404,Cherry Ridge School,Crawford,Corry Area SD,0
216490002,Cherrytown School,Northumberland,Line Mountain SD,0
215210952,Chestnut Grove Parochial Sch,Cumberland,Shippensburg Area SD,0
224151632,Chestnut Hill Amish School,Chester,Octorara Area SD,0
213361072,Chestnut Hill School,Lancaster,Cocalico SD,0
213361052,Chestnut Hill School,Lancaster,Eastern Lancaster County SD,0
201261255,Chestnut Ridge Christian Academy,Fayette,Uniontown Area SD,0
209530002,Chestnut Ridge School,Potter,Northern Potter SD,0
213361042,Chestnut Run School,Lancaster,Cocalico SD,0
209421504,Chestnut Street Christian Sch,McKean,Bradford Area SD,100
203020255,Cheswick Christian Academy,Allegheny,Allegheny Valley SD,48.6
300233400,Chichester Kinderschool,Delaware,Chichester SD,0
300231410,Child Guidance Elementary Ed Program,Delaware,Rose Tree Media SD,73.9
215210008,Childrens Garden of St Johns Lutheran Church,Cumberland,Mechanicsburg Area SD,0
300091120,Childrens House of Bucks Co,Bucks,Pennsbury SD,0
300024910,Childrens Institute of Pittsburgh,Allegheny,Pittsburgh SD,33.5
300461570,Childrens School At St Johns,Montgomery,Lower Merion SD,16.7
300230800,Childrens School of Cabrini University,Chester,Tredyffrin-Easttown SD,0
300091150,Childtowne Montessori School,Bucks,Centennial SD,0
216470303,Chillisquaque Valley Parc Sch,Montour,Danville Area SD,0
314060029,CHOR Day Academy,Berks,Reading SD,100
212672453,Christ Lutheran Child Dev Ctr,York,Dallastown Area SD,0
226511122,Christ Memorial Classical Academy,Delaware,Southeast Delco SD,90.9
224151662,Christ Memorial Lutheran School,Chester,Great Valley SD,0
203027965,Christ the Divine Tchr Cath Ac,Allegheny,Fox Chapel Area SD,34.7
207652605,Christ the Divine Teacher School,Westmoreland,Greater Latrobe SD,24.8
226511102,Christ the King School,Philadelphia,Philadelphia City SD,13.3
225231652,Christian Academy,Delaware,Penn-Delco SD,31.7
206611404,Christian Life Academy,Venango,Cranberry Area SD,32.3
208050655,Christian Light School,Bedford,Chestnut Ridge SD,0
215211502,Christian School of Grace Baptist Church,Cumberland,Carlisle Area SD,0
215221583,Christian School of Harrisburg,Dauphin,Central Dauphin SD,0
212672503,Christian School of York,York,Central York SD,18
206160001,Christs Dominion Academy,Clarion,Brookville Area SD,36.4
300651860,Chum Nursery School,Westmoreland,Norwin SD,0
207650000,Church Christian Academy,Westmoreland,Yough SD,57.1
211441083,Church Lane Amish School,Mifflin,Mifflin County SD,0
213361062,Churchtown Parochial School,Lancaster,Eastern Lancaster County SD,0
300151904,CIDDS Learning Center,Chester,West Chester Area SD,87.6
300671370,Circle School,Dauphin,Susquehanna Township SD,21.3
226514095,City Kids,Philadelphia,Philadelphia City SD,0
212281197,City Light Christian School,Franklin,Waynesboro Area SD,0
226515832,City School,Philadelphia,Philadelphia City SD,55.2
226519094,City School,Philadelphia,Philadelphia City SD,45.6
226517510,City School at Fairmount,Philadelphia,Philadelphia City SD,57.4
206160788,Clarion Christian School,Clarion,Clarion-Limestone Area SD,0
326510169,"Clarke Pennsylvania, Inc.",Philadelphia,Philadelphia City SD,0
215502103,Clarks Run Parochial School,Perry,West Perry SD,11.4
210171534,Clearfield Alliance Christian School,Clearfield,Clearfield Area SD,100
212280723,Clearfield Parochial School,Franklin,Shippensburg Area SD,0
211441103,Clearview Amish School,Mifflin,Mifflin County SD,0
213368902,Clearview Hollow,Lancaster,Solanco SD,0
213361102,Clearview Mennonite School,Lancaster,Manheim Central SD,0
213361082,Clearview Parochial School,Lancaster,Eastern Lancaster County SD,0
213361122,Clearview School,Lancaster,Pequea Valley SD,0
207651505,Clelian Heights Sch for Excep,Westmoreland,Hempfield Area SD,86.2
224150027,Coaffroath School,Chester,Coatesville Area SD,0
206611454,Coal Valley Amish School,Venango,Franklin Area SD,0
226511172,Cockrell Christian School,Philadelphia,Philadelphia City SD,100
211340002,Cocolamus Christian School,Juniata,Juniata County SD,0
211440009,Coffee Run Private Parochial School,Mifflin,Mifflin County SD,0
213362083,Collins School,Lancaster,Solanco SD,0
213361222,Colonial Amish School,Lancaster,Eastern Lancaster County SD,0
216190700,Columbia County Christian School,Columbia,Bloomsburg Area SD,6.2
222091532,Community Christian Day School,Bucks,Neshaminy SD,0
326512995,Community Council Learning Academy,Philadelphia,Philadelphia City SD,100
300250800,Community Country Day School,Erie,Millcreek Township SD,100
202021405,Community Day School,Allegheny,Pittsburgh SD,8.5
326510079,Community Partnership School,Philadelphia,Philadelphia City SD,100
213361112,Compass School,Lancaster,Pequea Valley SD,0
300091245,Comprehensive Learning Center,Bucks,Council Rock SD,0
300151120,Concept School,Chester,West Chester Area SD,0
213361162,Conestoga Christian School,Lancaster,Eastern Lancaster County SD,10.5
213361172,Conestoga School,Lancaster,Eastern Lancaster County SD,0
213361182,Conestoga View School,Lancaster,Conestoga Valley SD,0
201261505,Connellsville Area Catholic School,Fayette,Connellsville Area SD,32.5
212280953,Conococheague Creek Amish School,Franklin,Fannett-Metal SD,0
222091252,Conwell-Egan Catholic HS,Bucks,Bristol Township SD,0.5
300512880,Cooperative Nursery School,Philadelphia,Philadelphia City SD,0
224361192,Cooperville Amish School,Lancaster,Solanco SD,0
300151300,Copeland Run Academy,Chester,Downingtown Area SD,0
300280100,Cornell Abraxas Leadership Development Program,Franklin,Waynesboro Area SD,89.6
300512620,Cornerstone Christian Academy,Philadelphia,Philadelphia City SD,92.6
300029770,Cornerstone Christian Prep-Wilson Campus,Allegheny,West Mifflin Area SD,73.4
201639500,Cornerstone Mennonite School,Washington,Burgettstown Area SD,0
213360081,Cornerstone School,Lancaster,Solanco SD,0
212281003,Corpus Christi School,Franklin,Chambersburg Area SD,5.6
223460802,Corpus Christi School,Montgomery,North Penn SD,7
205250003,Corry Alliance Academy,Erie,Corry Area SD,30.4
204371004,Cotton School,Lawrence,Wilmington Area SD,0
223460902,Country Day Sacred Heart,Delaware,Radnor Township SD,3.4
224151572,Country Hillside School,Chester,Oxford Area SD,0
213360087,Country Knob School,Lancaster,Octorara Area SD,0
216609516,Country Lane Parochial School,Union,Mifflinburg Area SD,0
210180002,Country Lane School,Clinton,Keystone Central SD,0
213369536,Country Meadow School,Lancaster,Conestoga Valley SD,0
210180007,Country View School,Clinton,Keystone Central SD,0
215210015,Country View School,Cumberland,Shippensburg Area SD,0
213361225,Country View School,Lancaster,Solanco SD,0
217410005,Countryside Amish School,Lycoming,Jersey Shore Area SD,0
213361232,Countryside Amish School,Lancaster,Pequea Valley SD,0
206160004,County Corner,Clarion,Keystone SD,0
216600103,County Line Amish School,Union,Lewisburg Area SD,0
216470403,County Line Parochial School,Montour,Danville Area SD,0
208075430,County Line Parochial School,Blair,Spring Cove SD,0
204430004,County Line School,Mercer,Commodore Perry SD,0
213381703,County Line School,Lebanon,Eastern Lebanon County SD,0
211441183,County Line School,Huntingdon,Huntingdon Area SD,0
208071255,Cove Lane Parochial School,Blair,Spring Cove SD,0
215221753,Covenant Christian Academy,Dauphin,Susquehanna Township SD,0
220480852,Covenant Christian Academy of the Lehigh Valley,Lehigh,Bethlehem Area SD,0
223460942,Coventry Christian Schools Inc,Montgomery,Pottsgrove SD,23.7
215210653,Covered Bridge Amish School,Cumberland,Shippensburg Area SD,0
210180005,Coyote Ridge Amish School,Clinton,Keystone Central SD,0
205250009,COZY CORNERS AMISH SCHOOL,Warren,Warren County SD,0
300021860,Crafton Childrens Corner,Allegheny,Keystone Oaks SD,0
300021850,Crafton Childrens Corner,Allegheny,Montour SD,0
224151852,Cream School,Chester,Oxford Area SD,0
300461670,Creative Beginnings,Montgomery,Abington SD,0
204430007,Creative Learning Christian School,Mercer,Mercer Area SD,35.4
226513837,Creative Minds Christian Academy,Philadelphia,Philadelphia City SD,100
213361212,Creek Hill School,Lancaster,Conestoga Valley SD,0
216470001,Creek Side School,Montour,Warrior Run SD,0
226514122,Crefeld School,Philadelphia,Philadelphia City SD,0
228320005,Cresswell Mennonite School,Indiana,United SD,0
226510080,Cristo Rey Philadelphia High School,Philadelphia,Philadelphia City SD,100
226511235,Crooked Places Made Straight,Philadelphia,Philadelphia City SD,100
206164246,Cropps Corners Amish School,Clarion,Keystone SD,0
208561255,Cross Road School,Somerset,Salisbury-Elk Lick SD,0
208561265,Cross Road Special School,Somerset,Salisbury-Elk Lick SD,0
304430003,Crossroads Private Academic School,Mercer,Farrell Area SD,100
304430004,Crossroads Private Academic School,Mercer,Farrell Area SD,100
213360962,Crystal Springs School,Lancaster,Solanco SD,0
212281603,Cumberland Valley Christian School,Franklin,Chambersburg Area SD,0
205206788,Cussewago Mennonite School,Crawford,Penncrest SD,0
300421500,Custer City Private School,McKean,Bradford Area SD,100
214061592,Dalet School,Berks,Tulpehocken Area SD,100
300404030,Dallas Little People Day Care,Luzerne,Dallas SD,0
300471041,Danville Child Development Center,Montour,Danville Area SD,0
316470000,Danville Child Development Center,Montour,Danville Area SD,0
300231780,Davidson School,Delaware,Rose Tree Media SD,70.4
228030000,Daybrook School,Armstrong,Armstrong SD,0
213361242,Dayspring Christian Academy,Lancaster,Hempfield SD,10
222091802,De La Salle Vocational School,Bucks,Bensalem Township SD,100
213361252,Deer Hollow Amish School,Lancaster,Solanco SD,0
210181003,Deer Hollow Parochial School,Clinton,Keystone Central SD,0
204430001,Deer Run Amish School,Mercer,Mercer Area SD,0
228030002,Deer View School,Jefferson,Punxsutawney Area SD,0
225231672,Delaware Co Christian School,Delaware,Marple Newtown SD,0
224150022,Delaware County Christian School - Elem,Chester,Tredyffrin-Easttown SD,0
211340006,Delaware Creek School,Juniata,Juniata County SD,0
223460982,Delaware Valley Friends School,Chester,Tredyffrin-Easttown SD,0
212012003,Delone Catholic High School,Adams,Conewago Valley SD,9.1
300513270,Delta School,Philadelphia,Philadelphia City SD,0
226517602,DePaul Catholic School,Philadelphia,Philadelphia City SD,61.2
